Committer,Date,Tree URL,Code Size
GitHub,2018-05-29T18:54:17Z,https://api.github.com/repos/numpy/numpy/git/trees/b3a3fefa936ebad1616f9db719d12b1279364899,104390
Marten van Kerkwijk,2018-05-29T17:57:33Z,https://api.github.com/repos/numpy/numpy/git/trees/a9dea39dbf7c978192c061ff63d684c6d9469a9f,104390
Marten van Kerkwijk,2018-05-29T17:56:30Z,https://api.github.com/repos/numpy/numpy/git/trees/a09bde79ea597dacf05b3ae6e2e7da4b6bf4057e,104390
GitHub,2018-05-29T16:41:18Z,https://api.github.com/repos/numpy/numpy/git/trees/75793611e6c4c27bc8fade9eb8422685458e6f9f,104390
GitHub,2018-05-29T16:34:22Z,https://api.github.com/repos/numpy/numpy/git/trees/b3a3fefa936ebad1616f9db719d12b1279364899,104390
GitHub,2018-05-29T16:28:13Z,https://api.github.com/repos/numpy/numpy/git/trees/f56dbf9be81c725aa88ffed6f893910324912a32,104390
Matthew Rocklin,2018-05-29T15:53:11Z,https://api.github.com/repos/numpy/numpy/git/trees/1a2be39407fc396c037a343ddff66dbd46426aaa,104390
Matthew Rocklin,2018-05-29T15:52:19Z,https://api.github.com/repos/numpy/numpy/git/trees/07dd5a8e377eef4d16785df67d008cd03a0eae4a,104390
Matthew Rocklin,2018-05-29T15:45:38Z,https://api.github.com/repos/numpy/numpy/git/trees/cc3c94a135c503d4948987d3a0be11be161e7877,104390
GitHub,2018-05-29T14:47:55Z,https://api.github.com/repos/numpy/numpy/git/trees/88b9a65539ae2f8180721b645cf67b4f6360eb25,104390
Matthew Rocklin,2018-05-29T13:57:58Z,https://api.github.com/repos/numpy/numpy/git/trees/59013a6498b7bdf812162fa4ec861649d6fb3a59,104390
Marten van Kerkwijk,2018-05-29T13:55:20Z,https://api.github.com/repos/numpy/numpy/git/trees/7f8a084af16d8fea6e74808a7e38174281a5cbff,104348
GitHub,2018-05-29T13:31:13Z,https://api.github.com/repos/numpy/numpy/git/trees/9f134ef7707e4894d2df1874e792993d1ab7ea20,104390
Eric Wieser,2018-05-29T08:03:44Z,https://api.github.com/repos/numpy/numpy/git/trees/9f134ef7707e4894d2df1874e792993d1ab7ea20,104390
GitHub,2018-05-29T07:57:18Z,https://api.github.com/repos/numpy/numpy/git/trees/b2db18967b926681dd68dcbd43eba549d5f257f3,104390
GitHub,2018-05-29T07:54:27Z,https://api.github.com/repos/numpy/numpy/git/trees/ac0f0cf8e2857309846c7c09c9b4a32d94eef5b4,104390
Eric Wieser,2018-05-29T06:56:45Z,https://api.github.com/repos/numpy/numpy/git/trees/976183d76de6a6e159bba62a210a8415a21bf3a5,104348
Eric Wieser,2018-05-29T06:43:11Z,https://api.github.com/repos/numpy/numpy/git/trees/03a3c5a007c3362aae1d1d922aa3fc6ff201f064,104348
Eric Wieser,2018-05-29T06:38:12Z,https://api.github.com/repos/numpy/numpy/git/trees/e965da00efeae4067d593de48f6eb182e1c7902e,104348
Eric Wieser,2018-05-29T05:38:44Z,https://api.github.com/repos/numpy/numpy/git/trees/0a807dc91ab67976265b48aca403b3aa38289444,104348
GitHub,2018-05-29T05:27:01Z,https://api.github.com/repos/numpy/numpy/git/trees/a287b06bf1124422c3609017c6db7daee60940f6,104475
GitHub,2018-05-29T05:26:55Z,https://api.github.com/repos/numpy/numpy/git/trees/1f9dc532f5a01ff570957e09ce322ada28726721,104390
GitHub,2018-05-29T05:18:36Z,https://api.github.com/repos/numpy/numpy/git/trees/44726ac86eb86d2d37043cc40194603fdb5263cc,104348
mattip,2018-05-29T05:03:32Z,https://api.github.com/repos/numpy/numpy/git/trees/2361d9dd911d44d1b054a0af81a269fd69b6a5b6,104534
mattip,2018-05-29T04:52:12Z,https://api.github.com/repos/numpy/numpy/git/trees/b44b420a5e7e2e080080fc196a33d4fa4d3b8a5e,104372
mattip,2018-05-29T04:47:58Z,https://api.github.com/repos/numpy/numpy/git/trees/18aeabf415157d0758f190265f89ba2dd6312885,104390
GitHub,2018-05-29T02:44:43Z,https://api.github.com/repos/numpy/numpy/git/trees/0a42d01302f762dec5897b00697163c7d9f9d626,104348
GitHub,2018-05-29T01:21:26Z,https://api.github.com/repos/numpy/numpy/git/trees/9b9acd96086fc21f5cd33f1f131877c7d2fb1a1a,104348
GitHub,2018-05-29T00:42:44Z,https://api.github.com/repos/numpy/numpy/git/trees/75660f7d14dc2bdf48ec9f062864c74efee6b80d,104348
Sebastian Berg,2018-05-28T23:10:35Z,https://api.github.com/repos/numpy/numpy/git/trees/0b788b9df3ece3df4581f0f5cc01430d39267a5d,104348
Robert Kern,2005-10-15T02:55:20Z,https://api.github.com/repos/numpy/numpy/git/trees/a37c900d66320f4910a6da711b826e8b0ec4bba4,4281
Travis Oliphant,2005-10-15T00:44:17Z,https://api.github.com/repos/numpy/numpy/git/trees/e42e13970b566b623aa3127a60d4c6f9363fc5a4,4281
Pearu Peterson,2005-10-14T22:37:23Z,https://api.github.com/repos/numpy/numpy/git/trees/b361b848576b5d347029bd172efb4d80718de8a7,4281
cookedm,2005-10-14T21:35:36Z,https://api.github.com/repos/numpy/numpy/git/trees/e2583fe0b5b0a80f040279fdff42113e6f0c71d7,4281
cookedm,2005-10-14T19:54:21Z,https://api.github.com/repos/numpy/numpy/git/trees/62b834785925a6122a0dc804cd99e4711c07020a,4281
cookedm,2005-10-14T19:50:06Z,https://api.github.com/repos/numpy/numpy/git/trees/52e9d1a5e5da644501e89526cb47d288db7410ea,4281
Travis Oliphant,2005-10-14T17:30:17Z,https://api.github.com/repos/numpy/numpy/git/trees/07cec7eef8bc783e3fff968d75f44fe40ae90325,4281
Pearu Peterson,2005-10-14T15:31:13Z,https://api.github.com/repos/numpy/numpy/git/trees/d00ce0b105a5b00cd9c843844ebf62fe8edc7d27,4281
Pearu Peterson,2005-10-14T13:15:00Z,https://api.github.com/repos/numpy/numpy/git/trees/a6a3b7063dec49a61faa496e361ea6b759ebfc08,4281
Pearu Peterson,2005-10-14T12:07:13Z,https://api.github.com/repos/numpy/numpy/git/trees/2307752ecf9859e34116545b62cb3144a86cee5c,4281
Pearu Peterson,2005-10-14T12:02:16Z,https://api.github.com/repos/numpy/numpy/git/trees/b4df1ab387cde3f7a58d3ea9e3f85a0b57159c33,4281
Pearu Peterson,2005-10-14T12:01:14Z,https://api.github.com/repos/numpy/numpy/git/trees/9238f9a283e4c721547976c23203b003c60ee6f7,4281
Pearu Peterson,2005-10-14T12:00:20Z,https://api.github.com/repos/numpy/numpy/git/trees/50dd618f22e7862576826e4ff91e9811794d33e4,4281
Travis Oliphant,2005-10-14T08:34:08Z,https://api.github.com/repos/numpy/numpy/git/trees/f12b18010863de77c202afe7cb89b186a64dcccf,4281
Travis Oliphant,2005-10-14T07:30:24Z,https://api.github.com/repos/numpy/numpy/git/trees/adaeef895cc6141f8ae6191f640892d7c5a67c63,4281
Travis Oliphant,2005-10-14T02:22:07Z,https://api.github.com/repos/numpy/numpy/git/trees/ec3c99977ecef71ec6e78d4755ab1e8da4c04064,4281
Travis Oliphant,2005-10-14T01:47:07Z,https://api.github.com/repos/numpy/numpy/git/trees/a681e59eacb4a56d7c1b6690ec7055f3fbe71d0d,4281
Travis Oliphant,2005-10-13T23:49:15Z,https://api.github.com/repos/numpy/numpy/git/trees/b3814e4b24ece4a0591f15db0dabdb7e80f2c263,4281
Travis Oliphant,2005-10-13T23:39:44Z,https://api.github.com/repos/numpy/numpy/git/trees/0efb687e0a496844cc3cd8511d64f007c77e4ea1,4281
Pearu Peterson,2005-10-13T21:25:31Z,https://api.github.com/repos/numpy/numpy/git/trees/ab218e6a9b1db86e003f0fa48836b2b5341f2a39,4281
cookedm,2005-10-13T16:29:04Z,https://api.github.com/repos/numpy/numpy/git/trees/960c4966eb8927a816b94ada77bb2b4676201797,4281
Pearu Peterson,2005-10-13T15:07:01Z,https://api.github.com/repos/numpy/numpy/git/trees/acff1a5eea186a4c96c30c4c5134563e4a53469a,4281
Pearu Peterson,2005-10-13T15:06:00Z,https://api.github.com/repos/numpy/numpy/git/trees/cd7faf364ba7b35d53c6047a33fb1ef8c6c5b2d9,4281
Pearu Peterson,2005-10-13T15:00:09Z,https://api.github.com/repos/numpy/numpy/git/trees/fe4587b2059e5ddf844a761472d0e381ca449650,4281
Pearu Peterson,2005-10-13T14:59:39Z,https://api.github.com/repos/numpy/numpy/git/trees/2a71a1d2c7468dea6df1e834c6a5ef852bdebe2a,4281
Pearu Peterson,2005-10-13T14:57:50Z,https://api.github.com/repos/numpy/numpy/git/trees/ce045e471d00a3e555fb98d20483a2af40dd282f,4281
Pearu Peterson,2005-10-13T11:36:03Z,https://api.github.com/repos/numpy/numpy/git/trees/0ac37e08f8949ae1eee89c50da587cf7d7092ba7,4261
Pearu Peterson,2005-10-13T11:00:13Z,https://api.github.com/repos/numpy/numpy/git/trees/2821a26571d26ec568efc54c7f5ddea29d302d02,4261
Pearu Peterson,2005-10-13T10:51:09Z,https://api.github.com/repos/numpy/numpy/git/trees/7c258e8d195bf8b6bab3592007c3cb88ee2c3a58,4261
Pearu Peterson,2005-10-13T10:38:32Z,https://api.github.com/repos/numpy/numpy/git/trees/478ab78d1de52befb03eb64aedda281e00a31a42,4261
